Date,Neighborhood,Crime,Number of Cases
5/2018,Wenonah,Rape,0.0
5/2018,Wenonah,Robbery,1.0
5/2018,West Calhoun,Aggravated Assault,0.0
5/2018,West Calhoun,Arson,0.0
5/2018,West Calhoun,Auto Theft,0.0
5/2018,West Calhoun,Burglary,0.0
5/2018,West Calhoun,Homicide,0.0
5/2018,West Calhoun,Larceny,4.0
5/2018,West Calhoun,Rape,0.0
5/2018,West Calhoun,Robbery,0.0
5/2018,Whittier,Aggravated Assault,5.0
5/2018,Whittier,Arson,0.0
5/2018,Whittier,Auto Theft,6.0
5/2018,Whittier,Burglary,3.0
5/2018,Whittier,Homicide,0.0
5/2018,Whittier,Larceny,45.0
5/2018,Whittier,Rape,4.0
5/2018,Whittier,Robbery,7.0
5/2018,Willard - Hay,Aggravated Assault,9.0
5/2018,Willard - Hay,Arson,1.0
5/2018,Willard - Hay,Auto Theft,6.0
5/2018,Willard - Hay,Burglary,13.0
5/2018,Willard - Hay,Homicide,0.0
5/2018,Willard - Hay,Larceny,14.0
5/2018,Willard - Hay,Rape,1.0
5/2018,Willard - Hay,Robbery,7.0
5/2018,Windom,Aggravated Assault,0.0
5/2018,Windom,Arson,0.0
5/2018,Windom,Auto Theft,2.0
5/2018,Windom,Burglary,0.0
5/2018,Windom,Homicide,0.0
5/2018,Windom,Larceny,7.0
5/2018,Windom,Rape,0.0
5/2018,Windom,Robbery,0.0
5/2018,Windom Park,Aggravated Assault,1.0
5/2018,Windom Park,Arson,1.0
5/2018,Windom Park,Auto Theft,1.0
5/2018,Windom Park,Burglary,1.0
5/2018,Windom Park,Homicide,0.0
5/2018,Windom Park,Larceny,6.0
5/2018,Windom Park,Rape,2.0
5/2018,Windom Park,Robbery,1.0
6/2018,Armatage,Aggravated Assault,0.0
6/2018,Armatage,Arson,0.0
6/2018,Armatage,Auto Theft,0.0
6/2018,Armatage,Burglary,1.0
6/2018,Armatage,Homicide,0.0
6/2018,Armatage,Larceny,5.0
6/2018,Armatage,Rape,0.0
6/2018,Armatage,Robbery,0.0
6/2018,Audubon Park,Aggravated Assault,0.0
6/2018,Audubon Park,Arson,0.0
6/2018,Audubon Park,Auto Theft,3.0
6/2018,Audubon Park,Burglary,2.0
6/2018,Audubon Park,Homicide,0.0
6/2018,Audubon Park,Larceny,7.0
6/2018,Audubon Park,Rape,0.0
6/2018,Audubon Park,Robbery,0.0
6/2018,Bancroft,Aggravated Assault,2.0
6/2018,Bancroft,Arson,0.0
6/2018,Bancroft,Auto Theft,0.0
6/2018,Bancroft,Burglary,0.0
6/2018,Bancroft,Homicide,0.0
6/2018,Bancroft,Larceny,6.0
6/2018,Bancroft,Rape,1.0
6/2018,Bancroft,Robbery,0.0
6/2018,Beltrami,Aggravated Assault,0.0
6/2018,Beltrami,Arson,0.0
6/2018,Beltrami,Auto Theft,1.0
6/2018,Beltrami,Burglary,1.0
6/2018,Beltrami,Homicide,0.0
6/2018,Beltrami,Larceny,1.0
6/2018,Beltrami,Rape,0.0
6/2018,Beltrami,Robbery,1.0
6/2018,Bottineau,Aggravated Assault,1.0
6/2018,Bottineau,Arson,0.0
6/2018,Bottineau,Auto Theft,0.0
6/2018,Bottineau,Burglary,0.0
6/2018,Bottineau,Homicide,0.0
6/2018,Bottineau,Larceny,3.0
6/2018,Bottineau,Rape,0.0
6/2018,Bottineau,Robbery,0.0
6/2018,Bryant,Aggravated Assault,3.0
6/2018,Bryant,Arson,0.0
6/2018,Bryant,Auto Theft,2.0
6/2018,Bryant,Burglary,8.0
6/2018,Bryant,Homicide,0.0
6/2018,Bryant,Larceny,5.0
6/2018,Bryant,Rape,0.0
6/2018,Bryant,Robbery,0.0
6/2018,Bryn - Mawr,Aggravated Assault,0.0
6/2018,Bryn - Mawr,Arson,0.0
6/2018,Bryn - Mawr,Auto Theft,0.0
6/2018,Bryn - Mawr,Burglary,2.0
6/2018,Bryn - Mawr,Homicide,0.0
6/2018,Bryn - Mawr,Larceny,1.0
6/2018,Bryn - Mawr,Rape,0.0
6/2018,Bryn - Mawr,Robbery,0.0
6/2018,Camden Industrial,Aggravated Assault,0.0
6/2018,Camden Industrial,Arson,0.0
6/2018,Camden Industrial,Auto Theft,1.0
6/2018,Camden Industrial,Burglary,0.0
6/2018,Camden Industrial,Homicide,0.0
6/2018,Camden Industrial,Larceny,0.0
6/2018,Camden Industrial,Rape,0.0
6/2018,Camden Industrial,Robbery,0.0
6/2018,South Uptown,Aggravated Assault,0.0
6/2018,South Uptown,Arson,0.0
6/2018,South Uptown,Auto Theft,2.0
6/2018,South Uptown,Burglary,3.0
6/2018,South Uptown,Homicide,0.0
6/2018,South Uptown,Larceny,24.0
6/2018,South Uptown,Rape,0.0
6/2018,South Uptown,Robbery,2.0
6/2018,Cedar - Isles - Dean,Aggravated Assault,0.0
6/2018,Cedar - Isles - Dean,Arson,0.0
6/2018,Cedar - Isles - Dean,Auto Theft,1.0
6/2018,Cedar - Isles - Dean,Burglary,1.0
6/2018,Cedar - Isles - Dean,Homicide,0.0
6/2018,Cedar - Isles - Dean,Larceny,9.0
6/2018,Cedar - Isles - Dean,Rape,0.0
6/2018,Cedar - Isles - Dean,Robbery,1.0
6/2018,Cedar Riverside,Aggravated Assault,1.0
6/2018,Cedar Riverside,Arson,0.0
6/2018,Cedar Riverside,Auto Theft,3.0
6/2018,Cedar Riverside,Burglary,0.0
6/2018,Cedar Riverside,Homicide,0.0
6/2018,Cedar Riverside,Larceny,15.0
6/2018,Cedar Riverside,Rape,2.0
6/2018,Cedar Riverside,Robbery,1.0
6/2018,Central,Aggravated Assault,7.0
6/2018,Central,Arson,0.0
6/2018,Central,Auto Theft,5.0
6/2018,Central,Burglary,6.0
6/2018,Central,Homicide,0.0
6/2018,Central,Larceny,9.0
6/2018,Central,Rape,0.0
6/2018,Central,Robbery,8.0
6/2018,Cleveland,Aggravated Assault,3.0
6/2018,Cleveland,Arson,0.0
6/2018,Cleveland,Auto Theft,0.0
6/2018,Cleveland,Burglary,5.0
6/2018,Cleveland,Homicide,0.0
6/2018,Cleveland,Larceny,5.0
6/2018,Cleveland,Rape,0.0
6/2018,Cleveland,Robbery,2.0
6/2018,Columbia Park,Aggravated Assault,1.0
6/2018,Columbia Park,Arson,0.0
6/2018,Columbia Park,Auto Theft,0.0
6/2018,Columbia Park,Burglary,0.0
6/2018,Columbia Park,Homicide,0.0
6/2018,Columbia Park,Larceny,0.0
6/2018,Columbia Park,Rape,0.0
6/2018,Columbia Park,Robbery,0.0
6/2018,Como,Aggravated Assault,0.0
6/2018,Como,Arson,0.0
6/2018,Como,Auto Theft,5.0
6/2018,Como,Burglary,6.0
6/2018,Como,Homicide,0.0
6/2018,Como,Larceny,8.0
6/2018,Como,Rape,0.0
6/2018,Como,Robbery,1.0
6/2018,Cooper,Aggravated Assault,0.0
6/2018,Cooper,Arson,0.0
6/2018,Cooper,Auto Theft,1.0
6/2018,Cooper,Burglary,2.0
6/2018,Cooper,Homicide,0.0
6/2018,Cooper,Larceny,5.0
6/2018,Cooper,Rape,0.0
6/2018,Cooper,Robbery,0.0
6/2018,Corcoran,Aggravated Assault,2.0
6/2018,Corcoran,Arson,0.0
6/2018,Corcoran,Auto Theft,0.0
6/2018,Corcoran,Burglary,6.0
6/2018,Corcoran,Homicide,0.0
6/2018,Corcoran,Larceny,7.0
6/2018,Corcoran,Rape,1.0
6/2018,Corcoran,Robbery,0.0
6/2018,Diamond Lake,Aggravated Assault,1.0
6/2018,Diamond Lake,Arson,0.0
6/2018,Diamond Lake,Auto Theft,1.0
6/2018,Diamond Lake,Burglary,1.0
6/2018,Diamond Lake,Homicide,0.0
6/2018,Diamond Lake,Larceny,6.0
6/2018,Diamond Lake,Rape,0.0
6/2018,Diamond Lake,Robbery,1.0
6/2018,Downtown East,Aggravated Assault,1.0
6/2018,Downtown East,Arson,0.0
6/2018,Downtown East,Auto Theft,1.0
6/2018,Downtown East,Burglary,2.0
6/2018,Downtown East,Homicide,0.0
6/2018,Downtown East,Larceny,7.0
6/2018,Downtown East,Rape,0.0
6/2018,Downtown East,Robbery,1.0
6/2018,Downtown West,Aggravated Assault,10.0
6/2018,Downtown West,Arson,0.0
6/2018,Downtown West,Auto Theft,7.0
6/2018,Downtown West,Burglary,10.0
6/2018,Downtown West,Homicide,0.0
6/2018,Downtown West,Larceny,130.0
6/2018,Downtown West,Rape,10.0
6/2018,Downtown West,Robbery,14.0
6/2018,East Harriet,Aggravated Assault,0.0
6/2018,East Harriet,Arson,0.0
6/2018,East Harriet,Auto Theft,0.0
6/2018,East Harriet,Burglary,1.0
6/2018,East Harriet,Homicide,0.0
6/2018,East Harriet,Larceny,8.0
6/2018,East Harriet,Rape,0.0
6/2018,East Harriet,Robbery,1.0
6/2018,East Isles,Aggravated Assault,1.0
6/2018,East Isles,Arson,0.0
6/2018,East Isles,Auto Theft,2.0
6/2018,East Isles,Burglary,4.0
6/2018,East Isles,Homicide,0.0
6/2018,East Isles,Larceny,18.0
6/2018,East Isles,Rape,1.0
6/2018,East Isles,Robbery,0.0
6/2018,East Phillips,Aggravated Assault,8.0
6/2018,East Phillips,Arson,0.0
6/2018,East Phillips,Auto Theft,4.0
6/2018,East Phillips,Burglary,3.0
6/2018,East Phillips,Homicide,0.0
6/2018,East Phillips,Larceny,12.0
6/2018,East Phillips,Rape,0.0
6/2018,East Phillips,Robbery,8.0
6/2018,East Bde Maka Ska,Aggravated Assault,0.0
6/2018,East Bde Maka Ska,Arson,0.0
6/2018,East Bde Maka Ska,Auto Theft,0.0
6/2018,East Bde Maka Ska,Burglary,1.0
6/2018,East Bde Maka Ska,Homicide,0.0
6/2018,East Bde Maka Ska,Larceny,6.0
6/2018,East Bde Maka Ska,Rape,0.0
6/2018,East Bde Maka Ska,Robbery,0.0
6/2018,Elliot Park,Aggravated Assault,6.0
6/2018,Elliot Park,Arson,0.0
6/2018,Elliot Park,Auto Theft,1.0
6/2018,Elliot Park,Burglary,3.0
6/2018,Elliot Park,Homicide,0.0
6/2018,Elliot Park,Larceny,25.0
6/2018,Elliot Park,Rape,1.0
6/2018,Elliot Park,Robbery,4.0
6/2018,Ericsson,Aggravated Assault,1.0
6/2018,Ericsson,Arson,0.0
6/2018,Ericsson,Auto Theft,2.0
6/2018,Ericsson,Burglary,5.0
6/2018,Ericsson,Homicide,0.0
6/2018,Ericsson,Larceny,5.0
6/2018,Ericsson,Rape,0.0
6/2018,Ericsson,Robbery,0.0
6/2018,Field,Aggravated Assault,0.0
6/2018,Field,Arson,0.0
6/2018,Field,Auto Theft,0.0
6/2018,Field,Burglary,0.0
6/2018,Field,Homicide,0.0
6/2018,Field,Larceny,3.0
6/2018,Field,Rape,0.0
6/2018,Field,Robbery,0.0
6/2018,Folwell,Aggravated Assault,9.0
6/2018,Folwell,Arson,0.0
6/2018,Folwell,Auto Theft,3.0
6/2018,Folwell,Burglary,6.0
6/2018,Folwell,Homicide,0.0
6/2018,Folwell,Larceny,9.0
6/2018,Folwell,Rape,1.0
6/2018,Folwell,Robbery,4.0
6/2018,Fulton,Aggravated Assault,0.0
6/2018,Fulton,Arson,0.0
6/2018,Fulton,Auto Theft,1.0
6/2018,Fulton,Burglary,0.0
6/2018,Fulton,Homicide,0.0
6/2018,Fulton,Larceny,5.0
6/2018,Fulton,Rape,0.0
6/2018,Fulton,Robbery,0.0
6/2018,Hale,Aggravated Assault,0.0
6/2018,Hale,Arson,0.0
6/2018,Hale,Auto Theft,1.0
6/2018,Hale,Burglary,5.0
6/2018,Hale,Homicide,0.0
6/2018,Hale,Larceny,1.0
6/2018,Hale,Rape,0.0
6/2018,Hale,Robbery,0.0
6/2018,Harrison,Aggravated Assault,3.0
6/2018,Harrison,Arson,0.0
6/2018,Harrison,Auto Theft,1.0
6/2018,Harrison,Burglary,3.0
6/2018,Harrison,Homicide,0.0
6/2018,Harrison,Larceny,10.0
6/2018,Harrison,Rape,0.0
6/2018,Harrison,Robbery,0.0
6/2018,Hawthorne,Aggravated Assault,9.0
6/2018,Hawthorne,Arson,1.0
6/2018,Hawthorne,Auto Theft,5.0
6/2018,Hawthorne,Burglary,7.0
6/2018,Hawthorne,Homicide,0.0
6/2018,Hawthorne,Larceny,17.0
6/2018,Hawthorne,Rape,2.0
6/2018,Hawthorne,Robbery,5.0
6/2018,Hiawatha,Aggravated Assault,2.0
6/2018,Hiawatha,Arson,0.0
6/2018,Hiawatha,Auto Theft,0.0
6/2018,Hiawatha,Burglary,1.0
6/2018,Hiawatha,Homicide,0.0
6/2018,Hiawatha,Larceny,20.0
6/2018,Hiawatha,Rape,0.0
6/2018,Hiawatha,Robbery,3.0
6/2018,Holland,Aggravated Assault,2.0
6/2018,Holland,Arson,0.0
6/2018,Holland,Auto Theft,1.0
6/2018,Holland,Burglary,1.0
6/2018,Holland,Homicide,0.0
6/2018,Holland,Larceny,6.0
6/2018,Holland,Rape,0.0
6/2018,Holland,Robbery,2.0
6/2018,Howe,Aggravated Assault,1.0
6/2018,Howe,Arson,0.0
6/2018,Howe,Auto Theft,3.0
6/2018,Howe,Burglary,1.0
6/2018,Howe,Homicide,0.0
6/2018,Howe,Larceny,14.0
6/2018,Howe,Rape,0.0
6/2018,Howe,Robbery,0.0
6/2018,Humboldt Industrial Area,Aggravated Assault,0.0
6/2018,Humboldt Industrial Area,Arson,0.0
6/2018,Humboldt Industrial Area,Auto Theft,0.0
6/2018,Humboldt Industrial Area,Burglary,1.0
6/2018,Humboldt Industrial Area,Homicide,0.0
6/2018,Humboldt Industrial Area,Larceny,0.0
6/2018,Humboldt Industrial Area,Rape,0.0
6/2018,Humboldt Industrial Area,Robbery,0.0
6/2018,Jordan,Aggravated Assault,8.0
6/2018,Jordan,Arson,2.0
6/2018,Jordan,Auto Theft,5.0
6/2018,Jordan,Burglary,6.0
6/2018,Jordan,Homicide,1.0
6/2018,Jordan,Larceny,19.0
6/2018,Jordan,Rape,1.0
6/2018,Jordan,Robbery,4.0
6/2018,Keewaydin,Aggravated Assault,0.0
6/2018,Keewaydin,Arson,0.0
6/2018,Keewaydin,Auto Theft,0.0
6/2018,Keewaydin,Burglary,0.0
6/2018,Keewaydin,Homicide,0.0
6/2018,Keewaydin,Larceny,7.0
6/2018,Keewaydin,Rape,0.0
6/2018,Keewaydin,Robbery,0.0
6/2018,Kenny,Aggravated Assault,0.0
6/2018,Kenny,Arson,0.0
6/2018,Kenny,Auto Theft,0.0
6/2018,Kenny,Burglary,3.0
6/2018,Kenny,Homicide,0.0
6/2018,Kenny,Larceny,0.0
6/2018,Kenny,Rape,0.0
6/2018,Kenny,Robbery,0.0
6/2018,Kenwood,Aggravated Assault,0.0
6/2018,Kenwood,Arson,0.0
6/2018,Kenwood,Auto Theft,0.0
6/2018,Kenwood,Burglary,0.0
6/2018,Kenwood,Homicide,0.0
6/2018,Kenwood,Larceny,3.0
6/2018,Kenwood,Rape,0.0
6/2018,Kenwood,Robbery,0.0
6/2018,King Field,Aggravated Assault,2.0
6/2018,King Field,Arson,0.0
6/2018,King Field,Auto Theft,2.0
6/2018,King Field,Burglary,4.0
6/2018,King Field,Homicide,0.0
6/2018,King Field,Larceny,15.0
6/2018,King Field,Rape,0.0
6/2018,King Field,Robbery,1.0
6/2018,Lind - Bohanon,Aggravated Assault,4.0
6/2018,Lind - Bohanon,Arson,1.0
6/2018,Lind - Bohanon,Auto Theft,4.0
6/2018,Lind - Bohanon,Burglary,7.0
6/2018,Lind - Bohanon,Homicide,1.0
6/2018,Lind - Bohanon,Larceny,11.0
6/2018,Lind - Bohanon,Rape,1.0
6/2018,Lind - Bohanon,Robbery,1.0
6/2018,Linden Hills,Aggravated Assault,0.0
6/2018,Linden Hills,Arson,1.0
6/2018,Linden Hills,Auto Theft,0.0
6/2018,Linden Hills,Burglary,0.0
6/2018,Linden Hills,Homicide,0.0
6/2018,Linden Hills,Larceny,6.0
6/2018,Linden Hills,Rape,0.0
6/2018,Linden Hills,Robbery,0.0
6/2018,Logan Park,Aggravated Assault,0.0
6/2018,Logan Park,Arson,0.0
6/2018,Logan Park,Auto Theft,0.0
6/2018,Logan Park,Burglary,1.0
6/2018,Logan Park,Homicide,0.0
6/2018,Logan Park,Larceny,5.0
6/2018,Logan Park,Rape,0.0
6/2018,Logan Park,Robbery,0.0
6/2018,Longfellow,Aggravated Assault,0.0
6/2018,Longfellow,Arson,0.0
6/2018,Longfellow,Auto Theft,0.0
6/2018,Longfellow,Burglary,4.0
6/2018,Longfellow,Homicide,0.0
6/2018,Longfellow,Larceny,30.0
6/2018,Longfellow,Rape,0.0
6/2018,Longfellow,Robbery,2.0
6/2018,Loring Park,Aggravated Assault,4.0
6/2018,Loring Park,Arson,0.0
6/2018,Loring Park,Auto Theft,2.0
6/2018,Loring Park,Burglary,3.0
6/2018,Loring Park,Homicide,0.0
6/2018,Loring Park,Larceny,29.0
6/2018,Loring Park,Rape,2.0
6/2018,Loring Park,Robbery,1.0
6/2018,Lowry Hill,Aggravated Assault,0.0
6/2018,Lowry Hill,Arson,0.0
6/2018,Lowry Hill,Auto Theft,1.0
6/2018,Lowry Hill,Burglary,2.0
6/2018,Lowry Hill,Homicide,0.0
6/2018,Lowry Hill,Larceny,11.0
6/2018,Lowry Hill,Rape,0.0
6/2018,Lowry Hill,Robbery,0.0
6/2018,Lowry Hill East,Aggravated Assault,3.0
6/2018,Lowry Hill East,Arson,0.0
6/2018,Lowry Hill East,Auto Theft,5.0
6/2018,Lowry Hill East,Burglary,3.0
6/2018,Lowry Hill East,Homicide,0.0
6/2018,Lowry Hill East,Larceny,43.0
6/2018,Lowry Hill East,Rape,2.0
6/2018,Lowry Hill East,Robbery,3.0
6/2018,Lyndale,Aggravated Assault,0.0
6/2018,Lyndale,Arson,0.0
6/2018,Lyndale,Auto Theft,3.0
6/2018,Lyndale,Burglary,4.0
6/2018,Lyndale,Homicide,0.0
6/2018,Lyndale,Larceny,22.0
6/2018,Lyndale,Rape,1.0
6/2018,Lyndale,Robbery,2.0
6/2018,Lynnhurst,Aggravated Assault,0.0
6/2018,Lynnhurst,Arson,0.0
6/2018,Lynnhurst,Auto Theft,0.0
6/2018,Lynnhurst,Burglary,1.0
6/2018,Lynnhurst,Homicide,0.0
6/2018,Lynnhurst,Larceny,5.0
6/2018,Lynnhurst,Rape,0.0
6/2018,Lynnhurst,Robbery,0.0
6/2018,Marcy Holmes,Aggravated Assault,3.0
6/2018,Marcy Holmes,Arson,0.0
6/2018,Marcy Holmes,Auto Theft,6.0
6/2018,Marcy Holmes,Burglary,9.0
6/2018,Marcy Holmes,Homicide,0.0
6/2018,Marcy Holmes,Larceny,35.0
6/2018,Marcy Holmes,Rape,2.0
6/2018,Marcy Holmes,Robbery,3.0
6/2018,Marshall Terrace,Aggravated Assault,0.0
6/2018,Marshall Terrace,Arson,0.0
6/2018,Marshall Terrace,Auto Theft,0.0
6/2018,Marshall Terrace,Burglary,0.0
6/2018,Marshall Terrace,Homicide,0.0
6/2018,Marshall Terrace,Larceny,7.0
6/2018,Marshall Terrace,Rape,0.0
6/2018,Marshall Terrace,Robbery,0.0
6/2018,McKinley,Aggravated Assault,5.0
6/2018,McKinley,Arson,0.0
6/2018,McKinley,Auto Theft,0.0
6/2018,McKinley,Burglary,9.0
6/2018,McKinley,Homicide,0.0
6/2018,McKinley,Larceny,4.0
6/2018,McKinley,Rape,1.0
6/2018,McKinley,Robbery,0.0
6/2018,Mid - City Industrial,Aggravated Assault,0.0
6/2018,Mid - City Industrial,Arson,0.0
6/2018,Mid - City Industrial,Auto Theft,0.0
6/2018,Mid - City Industrial,Burglary,1.0
6/2018,Mid - City Industrial,Homicide,0.0
6/2018,Mid - City Industrial,Larceny,8.0
6/2018,Mid - City Industrial,Rape,0.0
6/2018,Mid - City Industrial,Robbery,1.0
6/2018,Midtown Phillips,Aggravated Assault,2.0
6/2018,Midtown Phillips,Arson,0.0
6/2018,Midtown Phillips,Auto Theft,0.0
6/2018,Midtown Phillips,Burglary,3.0
6/2018,Midtown Phillips,Homicide,0.0
6/2018,Midtown Phillips,Larceny,14.0
6/2018,Midtown Phillips,Rape,0.0
6/2018,Midtown Phillips,Robbery,4.0
6/2018,Minnehaha,Aggravated Assault,0.0
6/2018,Minnehaha,Arson,0.0
6/2018,Minnehaha,Auto Theft,0.0
6/2018,Minnehaha,Burglary,1.0
6/2018,Minnehaha,Homicide,0.0
6/2018,Minnehaha,Larceny,7.0
6/2018,Minnehaha,Rape,1.0
6/2018,Minnehaha,Robbery,0.0
6/2018,Morris Park,Aggravated Assault,1.0
6/2018,Morris Park,Arson,0.0
6/2018,Morris Park,Auto Theft,0.0
6/2018,Morris Park,Burglary,2.0
6/2018,Morris Park,Homicide,0.0
6/2018,Morris Park,Larceny,0.0
6/2018,Morris Park,Rape,0.0
6/2018,Morris Park,Robbery,0.0
6/2018,Near - North,Aggravated Assault,9.0
6/2018,Near - North,Arson,0.0
6/2018,Near - North,Auto Theft,6.0
6/2018,Near - North,Burglary,14.0
6/2018,Near - North,Homicide,0.0
6/2018,Near - North,Larceny,28.0
6/2018,Near - North,Rape,2.0
6/2018,Near - North,Robbery,4.0
6/2018,Nicollet Island - East Bank,Aggravated Assault,0.0
6/2018,Nicollet Island - East Bank,Arson,0.0
6/2018,Nicollet Island - East Bank,Auto Theft,0.0
6/2018,Nicollet Island - East Bank,Burglary,1.0
6/2018,Nicollet Island - East Bank,Homicide,0.0
6/2018,Nicollet Island - East Bank,Larceny,12.0
6/2018,Nicollet Island - East Bank,Rape,0.0
6/2018,Nicollet Island - East Bank,Robbery,0.0
6/2018,North Loop,Aggravated Assault,3.0
6/2018,North Loop,Arson,0.0
6/2018,North Loop,Auto Theft,4.0
6/2018,North Loop,Burglary,2.0
6/2018,North Loop,Homicide,0.0
6/2018,North Loop,Larceny,37.0
6/2018,North Loop,Rape,1.0
6/2018,North Loop,Robbery,2.0
6/2018,Northeast Park,Aggravated Assault,2.0
6/2018,Northeast Park,Arson,1.0
6/2018,Northeast Park,Auto Theft,0.0
6/2018,Northeast Park,Burglary,1.0
6/2018,Northeast Park,Homicide,0.0
6/2018,Northeast Park,Larceny,9.0
6/2018,Northeast Park,Rape,0.0
6/2018,Northeast Park,Robbery,0.0
6/2018,Northrop,Aggravated Assault,0.0
6/2018,Northrop,Arson,0.0
6/2018,Northrop,Auto Theft,0.0
6/2018,Northrop,Burglary,4.0
6/2018,Northrop,Homicide,0.0
6/2018,Northrop,Larceny,5.0
6/2018,Northrop,Rape,0.0
6/2018,Northrop,Robbery,0.0
6/2018,Page,Aggravated Assault,0.0
6/2018,Page,Arson,0.0
6/2018,Page,Auto Theft,0.0
6/2018,Page,Burglary,2.0
6/2018,Page,Homicide,0.0
6/2018,Page,Larceny,1.0
6/2018,Page,Rape,0.0
6/2018,Page,Robbery,0.0
6/2018,Phillips West,Aggravated Assault,2.0
6/2018,Phillips West,Arson,0.0
6/2018,Phillips West,Auto Theft,2.0
6/2018,Phillips West,Burglary,0.0
6/2018,Phillips West,Homicide,0.0
6/2018,Phillips West,Larceny,10.0
6/2018,Phillips West,Rape,1.0
6/2018,Phillips West,Robbery,0.0
6/2018,Powderhorn Park,Aggravated Assault,11.0
6/2018,Powderhorn Park,Arson,0.0
6/2018,Powderhorn Park,Auto Theft,3.0
6/2018,Powderhorn Park,Burglary,13.0
6/2018,Powderhorn Park,Homicide,0.0
6/2018,Powderhorn Park,Larceny,11.0
6/2018,Powderhorn Park,Rape,2.0
6/2018,Powderhorn Park,Robbery,6.0
6/2018,Prospect Park - East River Road,Aggravated Assault,2.0
6/2018,Prospect Park - East River Road,Arson,0.0
6/2018,Prospect Park - East River Road,Auto Theft,3.0
6/2018,Prospect Park - East River Road,Burglary,3.0
6/2018,Prospect Park - East River Road,Homicide,0.0
6/2018,Prospect Park - East River Road,Larceny,16.0
6/2018,Prospect Park - East River Road,Rape,1.0
6/2018,Prospect Park - East River Road,Robbery,1.0
6/2018,Regina,Aggravated Assault,0.0
6/2018,Regina,Arson,0.0
6/2018,Regina,Auto Theft,0.0
6/2018,Regina,Burglary,2.0
6/2018,Regina,Homicide,0.0
6/2018,Regina,Larceny,1.0
6/2018,Regina,Rape,0.0
6/2018,Regina,Robbery,1.0
6/2018,Seward,Aggravated Assault,2.0
6/2018,Seward,Arson,0.0
6/2018,Seward,Auto Theft,3.0
6/2018,Seward,Burglary,10.0
6/2018,Seward,Homicide,1.0
6/2018,Seward,Larceny,20.0
6/2018,Seward,Rape,0.0
6/2018,Seward,Robbery,1.0
6/2018,Sheridan,Aggravated Assault,0.0
6/2018,Sheridan,Arson,0.0
6/2018,Sheridan,Auto Theft,0.0
6/2018,Sheridan,Burglary,1.0
6/2018,Sheridan,Homicide,0.0
6/2018,Sheridan,Larceny,0.0
6/2018,Sheridan,Rape,0.0
6/2018,Sheridan,Robbery,1.0
6/2018,Shingle Creek,Aggravated Assault,2.0
6/2018,Shingle Creek,Arson,1.0
6/2018,Shingle Creek,Auto Theft,0.0
6/2018,Shingle Creek,Burglary,2.0
6/2018,Shingle Creek,Homicide,0.0
6/2018,Shingle Creek,Larceny,3.0
6/2018,Shingle Creek,Rape,1.0
6/2018,Shingle Creek,Robbery,0.0
6/2018,St. Anthony East,Aggravated Assault,2.0
6/2018,St. Anthony East,Arson,0.0
6/2018,St. Anthony East,Auto Theft,0.0
6/2018,St. Anthony East,Burglary,3.0
6/2018,St. Anthony East,Homicide,0.0
6/2018,St. Anthony East,Larceny,3.0
6/2018,St. Anthony East,Rape,0.0
6/2018,St. Anthony East,Robbery,0.0
6/2018,St. Anthony West,Aggravated Assault,1.0
6/2018,St. Anthony West,Arson,0.0
6/2018,St. Anthony West,Auto Theft,2.0
6/2018,St. Anthony West,Burglary,0.0
6/2018,St. Anthony West,Homicide,0.0
6/2018,St. Anthony West,Larceny,5.0
6/2018,St. Anthony West,Rape,0.0
6/2018,St. Anthony West,Robbery,3.0
6/2018,Standish,Aggravated Assault,0.0
6/2018,Standish,Arson,1.0
6/2018,Standish,Auto Theft,0.0
6/2018,Standish,Burglary,5.0
6/2018,Standish,Homicide,0.0
6/2018,Standish,Larceny,12.0
6/2018,Standish,Rape,0.0
6/2018,Standish,Robbery,0.0
6/2018,Steven's Square - Loring Heights,Aggravated Assault,1.0
6/2018,Steven's Square - Loring Heights,Arson,0.0
6/2018,Steven's Square - Loring Heights,Auto Theft,2.0
6/2018,Steven's Square - Loring Heights,Burglary,2.0
6/2018,Steven's Square - Loring Heights,Homicide,0.0
6/2018,Steven's Square - Loring Heights,Larceny,10.0
6/2018,Steven's Square - Loring Heights,Rape,0.0
6/2018,Steven's Square - Loring Heights,Robbery,1.0
6/2018,Sumner - Glenwood,Aggravated Assault,1.0
6/2018,Sumner - Glenwood,Arson,0.0
6/2018,Sumner - Glenwood,Auto Theft,1.0
6/2018,Sumner - Glenwood,Burglary,2.0
6/2018,Sumner - Glenwood,Homicide,0.0
6/2018,Sumner - Glenwood,Larceny,2.0
6/2018,Sumner - Glenwood,Rape,1.0
6/2018,Sumner - Glenwood,Robbery,0.0
6/2018,Tangletown,Aggravated Assault,0.0
6/2018,Tangletown,Arson,0.0
6/2018,Tangletown,Auto Theft,0.0
6/2018,Tangletown,Burglary,1.0
6/2018,Tangletown,Homicide,0.0
6/2018,Tangletown,Larceny,7.0
6/2018,Tangletown,Rape,1.0
6/2018,Tangletown,Robbery,0.0
6/2018,University of Minnesota,Aggravated Assault,0.0
6/2018,University of Minnesota,Arson,0.0
6/2018,University of Minnesota,Auto Theft,2.0
6/2018,University of Minnesota,Burglary,0.0
6/2018,University of Minnesota,Homicide,0.0
6/2018,University of Minnesota,Larceny,10.0
6/2018,University of Minnesota,Rape,0.0
6/2018,University of Minnesota,Robbery,0.0
